,NoseX,NoseY,NoseZ,NeckX,NeckY,NeckZ,Right_shoulderX,Right_shoulderY,Right_shoulderZ,Right_elbowX,Right_elbowY,Right_elbowZ,Right_wristX,Right_wristY,Right_wristZ,Left_shoulderX,Left_shoulderY,Left_shoulderZ,Left_elbowX,Left_elbowY,Left_elbowZ,Left_wristX,Left_wristY,Left_wristZ,Right_hipX,Right_hipY,Right_hipZ,Right_kneeX,Right_kneeY,Right_kneeZ,Right_ankleX,Right_ankleY,Right_ankleZ,Left_hipX,Left_hipY,Left_hipZ,Left_kneeX,Left_kneeY,Left_kneeZ,Left_ankleX,Left_ankleY,Left_ankleZ,Right_eyeX,Right_eyeY,Right_eyeZ,Left_eyeX,Left_eyeY,Left_eyeZ,Right_earX,Right_earY,Right_earZ,Left_earX,Left_earY,Left_earZ
0,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.11363338679075241,0.5706565976142883,5.36602783203125,-0.10941105335950851,0.9325020909309387,5.16663932800293,,,,0.15635612607002258,0.5820178985595703,5.472861289978027,0.18589268624782562,0.9530924558639526,5.280722618103027,,,,,,,,,,,,
1,,,,0.021683136001229286,-0.349492609500885,5.102889060974121,,,,,,,,,,,,,,,,,,,0.08172228187322617,0.18795420229434967,4.980250358581543,0.11861278861761093,0.5474347472190857,5.147666931152344,0.1833503097295761,0.9400573968887329,5.208500385284424,,,,0.15635612607002258,0.5820178985595703,5.472861289978027,0.18589268624782562,0.9530924558639526,5.280722618103027,,,,,,,,,,,,
2,,,,0.021777797490358353,-0.35101839900016785,5.125166893005371,-0.14703311026096344,-0.34055042266845703,5.5060834884643555,-0.20929592847824097,-0.06312484294176102,5.236416816711426,-0.23829610645771027,0.16289454698562622,5.237667083740234,0.1745087057352066,-0.33952364325523376,4.957333564758301,0.2787776589393616,-0.09651913493871689,5.163028240203857,0.3082461655139923,0.16105960309505463,5.178667068481445,-0.07237052172422409,0.187796950340271,4.976083755493164,-0.1097433939576149,0.5511213541030884,5.182333469390869,-0.10941222310066223,0.932512104511261,5.166694641113281,0.1470901370048523,0.19430498778820038,5.148528099060059,0.14773771166801453,0.5499367713928223,5.171194553375244,0.18551523983478546,0.95115727186203,5.270000457763672,,,,,,,,,,,,
3,0.04925971105694771,-0.5012012124061584,5.038583755493164,0.021764107048511505,-0.35079771280288696,5.121944904327393,-0.13244545459747314,-0.306763231754303,4.959805965423584,-0.21203716099262238,-0.06395161896944046,5.305000305175781,-0.24035228788852692,0.1350712925195694,5.282861232757568,0.18076881766319275,-0.35170331597328186,5.135167121887207,0.2795860767364502,-0.09679903090000153,5.178000450134277,0.30971604585647583,0.16182762384414673,5.203361511230469,-0.07473749667406082,0.19393911957740784,5.138833522796631,-0.1083163395524025,0.5439547896385193,5.1149444580078125,-0.11022692918777466,0.9740145206451416,5.205166816711426,0.14669175446033478,0.19377872347831726,5.134583473205566,0.14615210890769958,0.5440346002578735,5.115694522857666,0.18493440747261047,0.9481792449951172,5.253500461578369,0.021344970911741257,-0.5274742841720581,5.023305892944336,0.08351955562829971,-0.5344542264938354,5.089777946472168,-0.04611266776919365,-0.5370326638221741,5.114333629608154,,,
4,0.021401038393378258,-0.5009940266609192,5.036500453948975,0.021820053458213806,-0.35169947147369385,5.135111331939697,-0.14751748740673065,-0.34167230129241943,5.524222373962402,-0.21237356960773468,-0.06405308097600937,5.313416957855225,-0.23584432899951935,0.1612185537815094,5.183777809143066,0.18120591342449188,-0.35255369544029236,5.147583484649658,0.282153844833374,-0.09768804162740707,5.225555896759033,0.30967801809310913,0.16180774569511414,5.202722549438477,-0.07414444535970688,0.19240017235279083,5.098055839538574,-0.10883516818284988,0.5465603470802307,5.139444828033447,-0.11008339375257492,0.9727461934089661,5.198389053344727,0.14548549056053162,0.19218526780605316,5.0923614501953125,0.14608941972255707,0.5438011884689331,5.113500118255615,0.1831919103860855,0.9392452239990234,5.204000473022461,-0.012046310119330883,-0.5306827425956726,5.053861141204834,0.04795726016163826,-0.5476577281951904,4.905361175537109,-0.045982930809259415,-0.5355217456817627,5.099944591522217,0.08316356688737869,-0.5321761965751648,5.068083763122559
5,0.021486612036824226,-0.5029972791671753,5.056639194488525,0.022142400965094566,-0.3568951487541199,5.210972309112549,-0.13339120149612427,-0.30895376205444336,4.995222568511963,-0.20654360949993134,-0.06229472905397415,5.167555809020996,-0.23941457271575928,0.16365909576416016,5.2622504234313965,0.17879261076450348,-0.34785839915275574,5.079028129577637,0.2788781523704529,-0.1251300424337387,5.164889335632324,0.31060391664505005,0.1622915267944336,5.218277931213379,-0.07362409681081772,0.19104990363121033,5.062277793884277,-0.10877928882837296,0.5462797284126282,5.136806011199951,-0.10872810333967209,0.9607701897621155,5.1343889236450195,0.15063035488128662,0.19898158311843872,5.272444725036621,0.14598466455936432,0.5434113144874573,5.109833717346191,0.18190701305866241,0.9326574206352234,5.167500019073486,-0.01201651617884636,-0.5293701887130737,5.041361331939697,0.04885914549231529,-0.5247762203216553,4.9976115226745605,-0.07606945931911469,-0.5492220520973206,5.230416774749756,0.13492527604103088,-0.6148708462715149,5.855611324310303
6,0.021306609734892845,-0.4987834692001343,5.014277935028076,0.02149251289665699,-0.34642013907432556,5.058028221130371,-0.13777802884578705,-0.3191142976284027,5.1595001220703125,-0.21387021243572235,-0.064504474401474,5.350861549377441,-0.23529839515686035,0.16084536910057068,5.171778202056885,0.17943602800369263,-0.3491102159023285,5.097305774688721,0.2856365144252777,-0.1281624436378479,5.290055751800537,0.3111908435821533,0.16259820759296417,5.2281389236450195,-0.07391457259654999,0.19180366396903992,5.082250118255615,-0.10928574949502945,0.5488231182098389,5.160722255706787,-0.1082998663187027,0.956986129283905,5.114166736602783,0.14601561427116394,0.19288554787635803,5.110917091369629,0.1452791690826416,0.5689200758934021,5.085139274597168,0.18507032096385956,0.9488760828971863,5.25736141204834,-0.012034724466502666,-0.5301723480224609,5.049000263214111,0.04867827519774437,-0.5558915138244629,4.979111194610596,-0.07512331008911133,-0.5423908829689026,5.165361404418945,0.12779568135738373,-0.5823804140090942,5.546194553375244
7,0.021601693704724312,-0.5338183641433716,5.0837225914001465,0.02180163934826851,-0.3514026999473572,5.130777835845947,-0.1425943523645401,-0.33026960492134094,5.3398613929748535,-0.2080957293510437,-0.06276286393404007,5.2063889503479,-0.24002118408679962,0.16407378017902374,5.275583744049072,0.18247611820697784,-0.3550249934196472,5.183666706085205,0.2811144292354584,-0.12613344192504883,5.206305980682373,0.3105129599571228,0.1622440218925476,5.216750144958496,-0.0713278129696846,0.18509119749069214,4.904388904571533,-0.11134575307369232,0.5882595777511597,5.258000373840332,-0.10877398401498795,0.9611756801605225,5.1365556716918945,0.1465417593717575,0.19358058273792267,5.12933349609375,0.14794641733169556,0.5793651938438416,5.178500175476074,0.18522678315639496,0.9496783018112183,5.261806011199951,-0.012144235894083977,-0.5349966883659363,5.094944477081299,0.04915108159184456,-0.5612908005714417,5.027472496032715,-0.07577333599328995,-0.5470840334892273,5.210055828094482,0.12892666459083557,-0.587534487247467,5.595278263092041
8,0.02147775888442993,-0.5027900338172913,5.054555892944336,0.021704498678445816,-0.34983694553375244,5.107916831970215,-0.13501717150211334,-0.3127197027206421,5.0561113357543945,-0.21279214322566986,-0.06417932361364365,5.323889255523682,-0.23848693072795868,0.16302499175071716,5.241861343383789,0.1837727427482605,-0.35754770040512085,5.220500469207764,0.2790956199169159,-0.12522761523723602,5.168916702270508,0.3099524676799774,0.1331402063369751,5.207333564758301,-0.07617207616567612,0.19766174256801605,5.2374725341796875,-0.10900869965553284,0.5759124755859375,5.147639274597168,-0.1090339943766594,0.9634732007980347,5.148833751678467,0.15139220654964447,0.19998799264431,5.299111366271973,0.14492124319076538,0.5675184726715088,5.072611331939697,0.18320363759994507,0.9393054246902466,5.204333782196045,-0.01204796601086855,-0.5307556986808777,5.054555892944336,0.021433494985103607,-0.5296618342399597,5.0441389083862305,-0.07536691427230835,-0.5154783129692078,5.1821112632751465,0.08409661054611206,-0.5381469130516052,5.124944686889648
9,0.020926661789417267,-0.4898889660835266,4.924861431121826,0.021451201289892197,-0.3457542657852173,5.048305988311768,-0.13052722811698914,-0.30232033133506775,4.887972354888916,-0.20636263489723206,-0.062240149825811386,5.163028240203857,-0.23905691504478455,0.1634146124124527,5.25438928604126,0.1777883768081665,-0.34590455889701843,5.050500392913818,0.27942410111427307,-0.12537498772144318,5.175000190734863,0.3087603747844696,0.1613282859325409,5.187305927276611,-0.07352188974618912,0.19078469276428223,5.05525016784668,-0.10871633887290955,0.5743679404258728,5.133833408355713,-0.10920927673578262,0.965022087097168,5.157111167907715,0.14522360265254974,0.1918393075466156,5.083194732666016,0.15006770193576813,0.587672233581543,5.252750396728516,0.18377859890460968,0.9422532916069031,5.220666885375977,-0.012072928249835968,-0.5318553447723389,5.065028190612793,0.02110017091035843,-0.5214248299598694,4.965694904327393,-0.07549619674682617,-0.5450831055641174,5.191000461578369,0.13060104846954346,-0.5951648354530334,5.66794490814209
