,Nose,Neck,Right_shoulder,Right_elbow,Right_wrist,Left_shoulder,Left_elbow,Left_wrist,Right_hip,Right_knee,Right_ankle,Left_hip,Left_knee,Left_ankle,Right_eye,Left_eye,Right_ear,Left_ear
0,,,,,,,,,,5.36602803265042,5.166639134291068,,5.472861371058065,5.280722473043069,,,,
1,,5.1028891312631055,,,,,,,4.980250236549182,5.147666911167713,5.208500247390475,,5.472861371058065,5.280722473043069,,,,
2,,5.12516691009902,5.506083594858258,5.236416915383112,5.2376669154424835,4.957333568794032,5.1630280230084376,5.178666912640134,4.976083569684609,5.182333579480958,5.166694689849262,5.1485280223197245,5.171194690063,5.270000250311568,,,,
3,5.0385835726532,5.121944687723751,4.959805791133678,5.305000251973979,5.282861362033549,5.135166910573995,5.178000245941803,5.203361358257502,5.138833577414819,5.114944687391269,5.205166913898816,5.134583577212955,5.115694687426892,5.25350024952786,5.023305794149766,5.089778019529249,5.1143335762511315,
4,5.0365002392209135,5.135111355015801,5.524222484608698,5.3134169190404155,5.18377802399401,5.147583577830422,5.225555803756126,5.202722469338267,5.098055797700201,5.139444688554956,5.198389135799112,5.092361352985285,5.113500242878217,5.204000247176737,5.053861351156633,4.9053613441032615,5.099944686678807,5.068083574054374
5,5.056639129066348,5.210972469730121,4.995222459482546,5.167555801001273,5.262250249943463,5.079028019018652,5.1648891342079475,5.218278025632672,5.062278018223069,5.136805799540727,5.134389132759275,5.272444694872117,5.109833576037393,5.16750024544308,5.041361350562915,4.997611348484901,5.230416915098127,5.855611389237715
6,5.014278015943192,5.058028018021205,5.1595002450631,5.350861365263376,5.17177802342404,5.0973057976645775,5.290055806819711,5.228139137212161,5.082250241393922,5.1607224673433745,5.114166909576548,5.110916909422182,5.085139130420026,5.257361360822364,5.049000239814632,4.979111347606199,5.165361356452599,5.546194707874545
7,5.083722463686071,5.130778021476645,5.339861364740904,5.206389136179092,5.2755835839100955,5.183666912877621,5.2063058028418,5.216750247782329,4.904389121834861,5.258000249741599,5.136555799528852,5.129333576963593,5.178500245965552,5.261805805477908,5.09494468644132,5.027472461014339,5.210055803019915,5.595278043539211
8,5.054555795634061,5.107916909279689,5.056111351263502,5.323889141760042,5.241861360086154,5.2205002479604445,5.168916912177034,5.2073335806683945,5.237472470988804,5.1476391333886165,5.148833577889794,5.299111362805383,5.07261135204721,5.204333580525902,5.054555795634061,5.04413912847263,5.182111357248181,5.124944687866243
9,4.924861345029462,5.048305795337202,4.887972454388445,5.1630280230084376,5.254389138458969,5.050500239885878,5.1750002457993105,5.187305801939348,5.055250240111491,5.133833577177332,5.157111356060745,5.083194685883225,5.252750249492237,5.220666914635027,5.065028018353687,4.965694680302274,5.19100024655927,5.667944713657359
10,5.079555796821498,5.10713913146497,5.334222475584182,5.270889139242677,5.324166919551013,5.175611356939448,5.267972472437476,5.197583580205294,5.037889128175771,5.138750244077528,5.144500244350638,5.218416914528158,5.12283357665486,5.276333583945719,5.138889132973014,5.012889126988335,5.172000245656818,5.105222464707266
11,5.092055797415216,5.019139127285194,5.017278016085684,5.3488891429474785,5.3617502546694595,5.11786135419647,5.188111357533166,5.142389133139255,5.227361359397441,5.141805799778214,5.156389133804219,5.025444683140247,5.162333578531009,5.28597247329243,5.055944684588919,5.039972461608057,4.882722454139083,5.131000243709423
12,5.024000238627195,5.093166908579102,4.9751946807535,5.401500256557483,5.279555806320988,5.209528025217069,5.198944691381055,5.216778025561426,4.835833563023091,5.146055799980078,5.126444687937489,4.899055788248208,5.085222463757317,5.182333579480958,5.07261135204721,5.0608057959309205,5.192444691072321,5.139222466322179
13,5.039278017130628,5.172000245656818,5.394028033980349,5.272555805988506,5.140166910811482,5.127916910229638,5.284500251000281,5.229583581725213,5.143389133186752,5.1600558006450425,5.115611354089601,5.139694688566831,5.109111353780867,5.239250248851022,5.070528018614923,5.047611350859774,5.168250245478703,5.12077802100167
14,4.962166902356936,5.0901669084366095,5.390694700488691,5.19100024655927,5.160000245086849,5.250250249373494,5.2031669138038215,5.247500249242876,4.921722455991484,5.175500245823059,5.1793058015593685,5.035111350266056,5.173222467937093,5.209250247426098,5.028861349969197,5.024694683104624,5.161639134053581,5.714444715865991
15,5.057333573543777,5.11211135392336,5.267278027960047,5.231000248459168,5.1483891334242395,5.155805800443178,5.197055802402448,5.155750244884985,4.69005577832124,5.153416911440823,5.166639134291068,5.149611355704514,5.122944687771248,5.330111364277804,5.046916906382345,5.033722461311198,2.5933334565100568,5.626389156128021
16,5.030250238924054,5.071916907569781,4.9684724582119895,5.035805794743484,5.126472465716587,5.235694693126586,5.163722467485867,5.157889133875465,4.949333568414052,5.137389132901768,5.1917224688157955,5.1605002451105975,5.159250245051226,5.2370002487441525,4.92322245606273,4.911611344400121,5.028305794387253,5.415361368326962
